chunk_id,document_id,source_file,page_number,text
lrs_23062020_p11,lrs_23062020,LRS_23062020.pdf,11,"4.3.2 The application form along with the required documents and the covering check-list (BIS/LRS/F/06) shall be submitted to the following address :

Head, Laboratory Policy and Planning Department, Manakalaya, Bureau of Indian Standards, 9, Bahadur Shah Zafar Marg, New Delhi – 110002. Telephone: +91 11 23230860 Email: clpolicycell@bis.gov.in

4.4 Receipt of Application: Applications submitted by the laboratory shall be verified by BIS for its completeness. The verification will be done only w.r.t. availability of the documents Depending upon the outcome of verification, the following actions could be taken:

a) Application found complete w.r.t. the requisite fees and required documents would be accepted for further processing. b) Application found incomplete w.r.t. the requisite fees and/or the required documents mentioned shall be returned to the laboratory, along with the original financial instrument through which the fees was paid, if any with the advice for re-submission of the application complete in all respect. c) In case the laboratory had submitted the fees through electronic means but the application is incomplete, then the application and the documents as received would be returned with the advice for resubmission of the application complete in respect of all documents. The application so submitted if found complete, would be accepted for further processing. d) In case the laboratory had submitted the fees through electronic means but the initial or the resubmitted application is incomplete and if the applicant laboratory desires to get the fees back then the fees would be returned by BIS excluding any tax component.

4.4.1 A laboratory will not be permitted to apply for recognition during the currency of the cooling-off period, imposed if any, at the time of Withdrawal of recognition of the laboratory’s previous recognition and any such application, if received, shall be returned.

4.5 Recording of Application: Application found complete w.r.t. documents and submission of fees and accepted for further processing shall be processed further as per details given below:

 a) Application would be recorded and assigned unique serial no called the 'Application Number'. All future correspondence between the laboratory and BIS shall be made referring this application no. b) Evaluation of Documents – Details given in the application form and the attached documents would be assessed against the criteria for recognition and other provisions of Laboratory Recognitions Scheme as per Cl 4.2.2. c) Deficiencies observed during evaluation of documents would be conveyed to the laboratory for providing clarification/corrective action/re-submission of the document as required within 10 days. d) On receipt of the required clarification/corrective action/re-submitted document and found satisfactory on further evaluation, the application would be processed further. e) In case the laboratory does not provide the required clarification/corrective action/resubmitted document within the prescribed time limit, or if the details/documents provided are not

 11"
lrs_23062020_p12,lrs_23062020,LRS_23062020.pdf,12,"found satisfactory to meet the criteria and other provisions of this scheme , then actions would be taken as per Clause 4.6. f) Once application is recorded, the application fee shall not be refunded or adjusted against any future application.

4.6 Rejection of Application - Application for recognition shall be liable for rejection for any or more of the following reasons:

If the laboratory a) does not pay any of the prescribed fees or charges. b) does not take corrective action(s) on deficiencies observed during evaluation of documents within 15 days. c) does not confirm readiness for initial audit within 15 days from the receipt of communication of the audit team from BIS. d) does not submit clarification/corrective actions for non-conformities observed during the Initial and verification audit within time frame as agreed between the laboratory and the audit team ( time period for submission of corrective action will not exceed 30 days in any case). e) is found to have made any false declaration in the application form and/or attached documents with respect to infrastructure, testing facilities, calibration / CRM, competence of testing personnel, etc. f) violates provisions of the BIS Act, 2016 and the Rules & Regulations framed there under. g) Risk to impartiality is found to have been compromised as prescribed in clause 4.1.5.1, or the code of ethics as given in clause 4.1.5.2 is violated . h) is not able to maintain its accreditation as per IS/ISO/IEC 17025 (latest version) during the processing of application.

4.6.1 Procedure for Rejection of Application

 a) A notice for rejection of application stating the reason(s) thereof, will be served to the applicant, giving 14 days’ time to respond and providing justification for the delay as well as for submitting the required clarification/corrective action/re-submission of the documents. b) While issuing notice for rejection, an opportunity for personnel hearing would be provided, if so requested by laboratory. c) In case no reply is received within the stipulated time, to the notice of rejection or no request is received for personal hearing, then the application shall be rejected and decision conveyed to the laboratory. d) If reply given by the laboratory to the notice and/or the justifications submitted during the personal hearing are found unsatisfactory and/or unacceptable, the application shall be rejected.

4.7 Initial audit: On satisfactory evaluation of documents after recording of the application as at clause 4.5 above, an initial audit of the laboratory shall be carried out for on-site assessment of the laboratory’s compliance to the procedures and the activities described in the documented management system and relevant management system standard. The audit shall, inter alia, cover assessment of the applicant laboratory's competence to do testing as per the relevant Indian Standard(s), availability of adequate infra-structure, competence of testing personnel, etc. The various stages and actions for the initial audit are as given below:

a) Audit team- BIS shall constitute an audit team comprising of adequate number of auditors (with experts as required) depending upon the ISS in the scope of recognition sought by the laboratory as per Annexure D. 12"
lrs_23062020_p13,lrs_23062020,LRS_23062020.pdf,13,"b) The names and contact details of the audit team members shall be communicated to the laboratory for confirmation within 7 days . The Audit team shall interact with the laboratory for carrying out the audit at a mutually convenient date which shall normally be within 15 days of receipt of confirmation. c) Audit fees- The laboratory shall be required to pay the prescribed audit fees in advance, the details of which shall be communicated to the laboratory along with the intimation regarding the audit team. d) Travel and stay arrangements- The laboratory shall arrange for travel and stay arrangement for audit team members as per the entitlements of the auditors. e) Obligations of the laboratory - The laboratory shall ensure availability of all concerned personnel whose competence is to be assessed during the audit. The presence of the Quality Manager (however named) and technical management (however named) is a must during the audit. The laboratory shall provide all necessary assistance to the audit team for smooth conduct of the audit and shall provide all necessary document/information as required by the audit team. The laboratory shall also arrange for availability of samples of the product as per the relevant Indian Standards, for which recognition is sought.

4.8 Decisions for Recognition - On the basis of the audit findings, closure of all non-conformities observed if any, and confirmation on record that criteria for recognition is met and the laboratory has submitted to abide by the Terms & Conditions of this scheme, the application shall be processed for grant of recognition through the following:

a) Finalizing the scope, in terms of Indian Standard, for which recognition is granted. b) Specifying restrictions regarding varieties/grades/sizes/designations etc. in particular standards depending upon the test facilities as available. c) Exclusion of test(s) permitted, if any under particular standard(s). d) Recognition shall be for a period of three years subject to payment of applicable recognition fee. e) The laboratory shall pay the recognition fees within 14 days from date of receipt of communication in this regard. f) In case, the laboratory does not pay the prescribed fee within the stipulated 14 days, BIS may process the application for rejection following due process. g) Recognition shall be effective from the date of realization of the recognition fee. h) A unique number called OSL code shall be allotted to each recognized laboratory. i) Decision of grant of recognition shall be communicated to laboratory, enclosing therewith instructions for use of software for receipt of samples and issue of test reports.

5. Terms and Conditions of Laboratory Recognition Scheme

 Every laboratory recognized by BIS shall abide by the following terms and conditions:

a) The laboratory shall inform BIS about major changes made, if any, to the Laboratory Quality Management System which formed the basis for the grant of the recognition. b) The laboratory shall ensure that infrastructure, test facility and manpower required as per the relevant Indian standard are met and maintained on continuous basis. Any change in status i.e., either upgradation or disruption of facilities shall be promptly informed to BIS. c) In case changes in the infrastructure, test facility and manpower which adversely affects the laboratories capability to test any requirement(s) as per the Indian standard(s), then the testing should be suspended under intimation to BIS and so maintained till such time the issue is addressed satisfactorily. BIS may, at its discretion, decide to impose condition for verification of corrective actions through special audit before permitting normal operation under the Scheme. d) The laboratory shall inform BIS as and when it plans for shifting of its laboratory premises to an 13"
lrs_23062020_p14,lrs_23062020,LRS_23062020.pdf,14,"address other than that declared and verified at the stage of grant of recognition. The laboratory shall not accept samples for the testing at the new premises without prior permission of BIS. e) The laboratory shall inform BIS as and when there is any change in testing capacity in terms of number of samples for any IS which can be tested in a month. The fresh declaration in this regard shall be submitted on the prescribed proforma ( BIS/LRS/F-02). f) The laboratory shall inform BIS as and when there is any change in status e.g., expiry, withdrawal, extension date of validity date of accreditation for IS/ISO/IEC 17025 . g) The testing charges for outside recognized laboratory during the tenure of the recognition shall be declared and fixed at the time of its recognition for three years. There shall be no upward revision in the testing charges during the period of three years except when the standard is revised/amendment issued. The laboratory shall follow the policies of BIS regarding the testing charges as amended from time to time. h) The laboratory shall issue the Test Report containing information as per IS/ISO/IEC 17025 including information related to sample, code, dates of commencement and completion of testing, clause reference of the tests performed, relevant standard, amendment, and its specified values as per relevant IS. The laboratory shall issue test report in the formats prescribed by BIS, wherever applicable. i) The laboratory shall issue the test report within 7 days of completion of testing. Under no circumstances the issuance of test reports shall be withheld by the laboratory for any reason. j) The laboratory shall facilitate and permit access to BIS for all audits and investigations which BIS may carry out, with or without prior announcement to the laboratory and provide the required information as sought. k) The laboratory shall give minimum 30 days’ notice while surrendering recognition and shall comply with the instructions given by BIS for handling and disposal of samples/remnants pending with it. The laboratory shall not claim refund of the recognition fee for the unutilized period of recognition. l) The laboratory shall retain remnants of the samples for a minimum period of 3 months from date of issuance of test report or till the shelf life of the product whichever is earlier. The laboratory shall maintain proper record of disposal of remnants and produce the same as and when required. m) The laboratory shall pay such fees for application, recognition, renewal and enhancement of scope of recognition, audits and other services as applicable and pay such additional fees on account of revision of any standard from time to time. n) The application for renewal of recognition, if desired by the laboratory shall be submitted along with the requisite fees (Renewal and Accreditation fees) and the required documents at least 6 months prior to the expiry of recognition. o) The laboratory shall not accept any BIS sample for testing during application stage or after the validity of recognition is over except in the situation covered under clause 8.1.4.of this scheme. p) The laboratory shall not accept any BIS samples during the period of suspension of recognition and shall inform the details of the sample pending with it at the time of suspension. The laboratory shall abide by the directions of BIS for handling of BIS samples and issuance of reports for the samples pending with it at the time of suspension. q) The laboratory shall maintain records of all complaints received by it for the BIS samples and test reports issued for the same and shall document the actions taken for the complaints so received. Laboratory shall give full details of actions taken in response to complaints or discrepancy in test results and allow access to all relevant records and documents for the purpose of any investigation and provide certified copies thereof. r) The laboratory shall have the relevant Indian standards including cross-referred standards (National or International) required for testing of products covered under scope of recognition. s) As and when any standard for which recognition is granted or their cross-referred standard is revised or any amendment is issued to it, the laboratory shall review and update its test facilities to implement such revision/amendment and inform BIS accordingly. t) The laboratory shall neither entertain nor contact BIS licensees/applicants for samples received from BIS. For any clarification which may be required for the sample, the laboratory shall interact only 14"
lrs_23062020_p15,lrs_23062020,LRS_23062020.pdf,15,"with the BIS office/laboratory from where the sample is received. This clause shall not be applicable for samples sent directly by the manufacturers under the various conformity assessment schemes of BIS. The laboratory shall also follow and provide a signed copy of the code of ethics as per Clause 4.1.5.2.

u) Upon Withdrawal of recognition or expiry of the recognition, the laboratory shall discontinue claiming BIS recognition and withdraw all publicity material (both in print and electronic media) which may contain reference thereto. v) The laboratory shall implement the laboratory information management system (LIMS) as approved by BIS from time to time, in respect of products for which it applied to have BIS recognition. Recognized lab shall update the necessary details of testing facilities of its testing facility in the National Directory of Laboratories (NDL), as per the instructions of BIS. w) The laboratory would be required to work through available BIS portal as per the instructions provided by BIS for receiving, accepting, forwarding and uploading of test reports etc. x) The Laboratory shall also maintain impartiality as per the requirements of clause 4.1.5.1 of this scheme. In addition, neither members of management of the laboratory nor any employee of the laboratory shall, in any way, act as authorized Indian representative for any foreign manufacturer under the Foreign Manufacturers’ Certification Scheme and / or Compulsory Registration Scheme/ any other conformity assessment scheme of the Bureau; and also, if any of the family members of management of the laboratory or sister units of the laboratory or employee of the laboratory is acting as authorized Indian representative for any foreign manufacturer under the Foreign Manufacturers’ Certification Scheme and / or Compulsory Registration Scheme/ any other conformity assessment scheme of the Bureau; the name of such manufacturers shall be declared to BIS. In such a situation, lab shall not be permitted to test samples of these manufacturers in their laboratory.

y) In case exclusion for some test has been permitted to the laboratory by BIS, the laboratory shall inform the same to prospective BIS applicants before accepting the samples from them.

z) The laboratories recognized for testing of products covered under various conformity assessment schemes of BIS shall adhere to scheme specific guidelines issued by BIS from time to time.

6 Operation of Laboratory Recognition Scheme after Grant of Recognition.

6.1 Witnessing of Testing – The laboratory shall agree and facilitate witnessing of its testing of any sample as decided by BIS.

6.2 Surveillance Audits – BIS shall carry Surveillance Audits as under:

 a) Frequency of surveillance audit would generally be once in a year. b) All surveillance audits shall be surprise audits. c) Surveillance audits may be carried out by the audit team nominated by BIS and involve man days as per Annexure D d) Laboratory would not be required to pay any audit charges or the travel & stay expenses of the auditors & experts. e) Non-conformities, observed if any, shall be dealt with in the same manner as in the initial audit. f) Laboratory shall be required to pay audit charges and arrange for the travel & stay of the auditors for verification (follow-up) audit, if required to be carried out for verifying the corrective actions taken for the non-conformities.

 15"
lrs_23062020_p16,lrs_23062020,LRS_23062020.pdf,16,"6.3 Supervisory Visits – Supervisory visits may be carried out by senior BIS officers not below rank of Scientist F at the laboratory to assess implementation of this scheme. No expenses for such visits will be charged from recognized laboratories.

6.4 Extension & Deletion from the Scope of Recognition

6.4.1 Extension of Scope of Recognition shall be dealt as follow: a) The laboratory shall make formal request for extension of scope for addition of Indian Standard to its scope along with the prescribed fee and Declaration regarding the test facilities for the additional standard on proforma BIS/LRS/F-02, 03, 04, 05 along with undertaking in Annex C.

 b) Laboratories shall also submit documentary evidence of all the tests / parameters of Indian Standard (whose inclusion is being sought) being already covered under their scope of accreditation as per IS/ISO/IEC 17025 (latest version) with the test method and accuracy as per the requirement of the Indian Standard for which inclusion is sought ( i.e. scope of accreditation as per IS/ISO/IEC 17025 (latest version) covering the Indian Standard along with the test method and accuracy as per the requirement of the Indian Standard).

 c) On satisfactory assessment of the documents mentioned at sl. No. a) and b) above, the extension of scope for the additional standard may be permitted on desktop audit basis , based on the undertaking submitted with the application for inclusion and agreeing to all the terms and conditions of this scheme.

 d) The test facilities for the Indian Standard included in the scope of recognition would be verified during the next surveillance audit.

 e) In case deviation are observed in the scope and declaration vis a vis the test facilities as actually verified during the BIS audit, the recognition of the laboratory would be suspended for the IS included in the scope and processed for deletion of the Indian Standard included.

6.4.2. In case of revision/amendment to the standard if the recognized OSL provides the documentary evidence and conformation for the changes in test facilities (if any required) as per the amendment/revised version of the Indian Standard , the same shall be included in the scope of the lab on desktop audit basis. The verification of the test facilities shall be carried out during the next surveillance/renewal audit.

6.4.3 In case the request for inclusion by the lab consists of Indian Standard/ test/ parameter which are similar to Indian Standard / test/ parameter already included in the scope of the laboratory and no additional testing facility is required for the new Indian Standard/ test/ parameter proposed for inclusion, the inclusion may be permitted by BIS on desktop basis. The verification of testing facilities for the included ISs may be carried out during the next surveillance/renewal audit.

6.4.4 In case where the Indian Standard proposed for inclusion or test facilities required as per the revision/amendment to Indian Standard is not covered under the scope of accreditation or not similar to Indian Standard already included in the scope of accreditation of the laboratory, the Indian Standard will be included in the scope of BIS recognition only after on-site verification by BIS. The OSL will be

 16"
lrs_23062020_p17,lrs_23062020,LRS_23062020.pdf,17,"required to include the Indian Standard in their scope of IS/ISO/IEC 17025 accreditation within one year from date of BIS inclusion.

6.4.5 Reduction in Scope of Recognition –

Any Indian Standard (IS) may be deleted from the scope of recognition for any of the following reasons: (i) Supersession/withdrawal of the Indian Standard. (ii) Lab is assessed incompetent for any particular product. (iii) Lab requests for deletion of any Indian Standard (s).

7 Suspension of Recognition - Recognition of the laboratory would be liable to be suspended as and when non-compliance to fulfilment of the recognition criteria and/or violation of terms and conditions of this scheme are observed or reported. The causes which may lead to suspension of recognition are as below :

(a) Lab fails to observe terms & conditions and undertaking of the Lab Recognition Scheme. (b) Break down of system as observed during audits or otherwise. (c) Non intimation of significant changes in lab management (as per signed undertaking submitted). (d) Lack of cooperation to BIS in conduct of audits or in resolving various related issues. (e) Prima-facie evidence suggests that the test results reported by the lab are not genuine/ valid and/or the laboratory does not carry out the test(s) properly as per the requirement of relevant ISs. (f) Failure to take corrective actions on NCs reported during audits within stipulated timeframe. (g) Shifting of laboratory premises. (h) Prolonged closure of laboratory due to any reason whatsoever. (i) Repeated occurrence of similar NCs. (j) Accreditation body withdraws accreditation as per IS/ISO/IEC 17025 during its validity period. (k) Occurrence of any natural calamity that affects the operations of the laboratory. (l) Lab continues testing and issuing of test reports for product(s) related to BIS conformity assessment schemes which is beyond scope of recognition, without seeking formal inclusion of the product(s) in their scope of recognition.

(m) Complaint is established. (n) Impartiality of laboratory and code of ethics as required under clause 4.1.5.1 and 4.1.5.2 respectively of this scheme is found to be compromised. (o) The laboratory itself requests for suspension due to operational reasons.

7.1 Maximum period of suspension/partial suspension The period of Suspension shall not exceed three months. It may be extended beyond three months in special case with valid reason(s) by the BIS and shall not exceed six months. The recognition of the laboratory shall be withdrawn after this period.

 17"
lrs_23062020_p18,lrs_23062020,LRS_23062020.pdf,18,"7.2 Revocation of suspension/partial suspension When necessary corrective actions are confirmed by the lab, BIS may consider revocation of suspension based on satisfactory assessment including on-site verification, if necessary.

7.3 Recognition fee is payable even during period of suspension.

7.4 Partial Suspension - During the operation of the scheme, recognition of lab may be suspended partially for a product/ a group of products/ field due to any of the following reasons: a) Inability of laboratory to demonstrate capability of testing of a product or a group of products. b) Failure to take corrective actions on NC reported during audit within stipulated timeframe. c) Repeated occurrence of similar NCs pertaining to a product or a group of products or product field(s). d) Accreditation body withdraws accreditation as per IS/ISO/IEC 17025 for the particular product(s). 7.5 During the period of suspension/partial suspension, the lab shall not accept and test any sample forwarded by BIS or by BIS licensees/applicants for tests to be carried out as per SIT under the various conformity assessment schemes of BIS . However, in case of partial suspension, the lab shall not accept and test any sample of the product/a group of products/product field(s) for which the lab was placed under partial suspension.

7.6 Samples pending with the lab at the time of suspension/ partial suspension shall not be tested without prior approval of the BIS. Lab shall furnish the details of samples pending for testing or under test at the time of suspension/partial suspension to BIS within two days from the date of receipt of intimation of suspension/partial suspension in the prescribed format (Annexure- E). BIS will take a decision on testing or otherwise of samples already under test/pending for testing depending upon ground(s) of suspension and communicate the same to the lab. If statement is not received, BIS will not consider test reports of such samples.

7.6 Whenever a BIS recognized lab is suspended, the lab:

 i. Shall not accept any further BIS sample during suspension.

 ii. Shall inform BIS the details of the sample pending with it at the time of suspension in the prescribed format (Annexure- E).

 iii. In case of samples already received by the laboratory and testing not started, those shall be diverted to some other laboratory. The laboratory shall ask the concerned BIS branch (in case of BIS Sample) or the customer (in case the samples have been directly sent by the customer to the lab), where to divert the samples.

 iv. In case of sample has been partially tested, the laboratory shall issue the partial test reports for the tests already conducted, and divert the remnant sample for the remaining tests after asking the concerned BO/Customer.

 v. In case testing has been completed, the test reports shall be released.

 In all the above cases, the recognized lab must seek prior permission from BIS for the action to be taken.

 18"
lrs_23062020_p19,lrs_23062020,LRS_23062020.pdf,19,"7.7 Maximum period of partial suspension: The period of partial suspension shall not exceed three months. It may be extended beyond three months in special case with valid reason(s) by the BIS and shall not exceed six months. The Indian Standard for which the recognition of the laboratory has been suspended will be processed for deletion from the scope of the laboratory.

7.8 Revocation of partial suspension: When necessary corrective actions are confirmed by the lab, BIS may consider revocation of suspension based on satisfactory assessment including on-site verification, if necessary for which the laboratory will be required to pay the necessary audit charges.

7.9 Recognition fee is payable even during period of partial suspension.

8 Renewal, Deferment cum Expiry and Withdrawal of recognition. 8.1 Renewal 8.1.1 For renewal of recognition the lab shall apply to BIS on application form as prescribed (BIS/LRS/F-01) at least six months before validity date of the recognition along with requisite fees as prescribed and related documents. A renewal notice may be sent to the lab well in advance. However, non-receipt of such notice from BIS cannot be considered as ground for not applying for renewal in time.

8.1.2 A renewal audit may be carried out before considering further renewal. The lab shall pay in advance the renewal audit fees as prescribed. BIS may also take decision regarding renewal of recognition without carrying out any renewal audit on desktop basis if past performance during surveillance audits has been satisfactory.

8.1.3 Renewal application fees and renewal audit fees (for the audits already carried out) are nonrefundable. However in case renewal has been done without carrying out renewal audit, the renewal audit fees will be refunded.

8.1.4 If renewal of recognition is pending with BIS due to any reason which cannot be assigned to the lab, though renewal application along with requisite fees/ dues have been received before the expiry date of recognition, the lab shall be allowed to function as a recognized lab till a decision on the renewal application is taken by BIS.

8.1.5 In case lab is under partial suspension, then renewal for Indian Standard(s) under suspension may be considered only if the action taken were found satisfactory for the aspects for which partial suspension was imposed.

8.2 Deferment/Expiry of Renewal

8.2.1 Reasons for deferment of renewal - Renewal of recognition may be deferred for a maximum period of six months due to any of the following reasons:(a) If the lab is under suspension at the end of validity period.

(b) Any complaint against the lab is under investigation or decision on some related issues is pending at the end of validity period.

(c) If the renewal process is delayed due to any of the following reasons on the part of the lab :

i) Non-compliance by the lab to the requirements necessary to process renewal.

 19"
lrs_23062020_p20,lrs_23062020,LRS_23062020.pdf,20,"ii) The lab is not ready for renewal audit/ follow up audit.

iii) Performance is not satisfactory as assessed during renewal audit.

The laboratory will be intimated about its recognition being put under deferment due to above reasons. In case the laboratory does not take corrective action during the period of deferment, a deferment-cumexpiry notice (14 days prior to the deferment period being over ) with the option of personal hearing will be sent to the laboratory giving 14 days time to reply. If no reply is received within the stipulated period or reply is found unsatisfactory, or if the plea(s) extended at the time of personal hearing are not acceptable to the BIS, the recognition shall be allowed to expire.

8.2.2 If renewal is not sought by the laboratory along with requisite fees before the validity period is over, a deferment-cum-expiry notice with the option of personal hearing will be sent to the laboratory soon after the validity period is over by giving 14 days time to reply. If no reply is received within the stipulated period or reply is found unsatisfactory, or if the plea(s) extended at the time of personal hearing are not acceptable to the BIS, the recognition shall be allowed to expire.

8.2.3 Samples pending with the lab at the time of deferment/expiry of recognition shall not be tested without prior approval of the BIS. Lab shall furnish to BIS the details of samples pending for testing or under test at the time of deferment within two days from the date of receipt of intimation of deferment in the prescribed format. The BIS will take a decision on testing or otherwise of samples already under test/pending for testing depending upon ground(s) of deferment and communicate the same to the lab. If statement is not received, BIS will not consider test reports of such samples.

8.2.4 The period of deferment of renewal may be extended beyond six months in exceptional situations.

8.2.5 The renewal of deferred recognition may be considered on satisfactory compliance of the requirement for which renewal was deferred.

8.2.6 Recognition fee is payable even during period of deferment.

8.3 Withdrawal of recognition

8.3.1 The recognition of the laboratory may be withdrawn any time during the recognition period by the BIS for any of the following reasons:

(a) If the laboratory surrenders recognition

(b) If continuation of the recognition of the laboratory would not be of any assistance to the conformity assessment schemes of BIS.

(c) If the laboratory does not maintain adequate secrecy pertaining to the sample(s) under test and test results;

(d) If the lab acts/works directly or indirectly against the interest of BIS in any form or in any manner;

(e) If the laboratory is found indulging in unethical practices as detailed below :

 i) Laboratory tries to influence BIS through unethical means for procuring more business.

 ii) Laboratory has approached/allows BIS applicants or licensees to approach them or their representative before or after issuing test report for BIS samples (this clause shall not be applicable 20"
lrs_23062020_p21,lrs_23062020,LRS_23062020.pdf,21,"for samples sent directly by the manufacturers as per the various conformity assessment schemes of BIS).

(f) If the laboratory after the imposition of suspension does not take corrective actions by the stipulated period or the corrective actions taken are found not satisfactory.

(g) If the partial suspension/ suspension continues beyond the permissible period for reasons for which the lab is responsible.

(h) Impartiality of testing/ code of ethics by laboratory as required under clause 4.1.5.1 or 4.1.5.2 resp. of this scheme is found to be compromised.

8.3.2 For the reasons mentioned above, the recognition of the lab shall be suspended with immediate effect (if not already under suspension). Process for withdrawal of recognition will be initiated by issuing a notice for withdrawal of recognition to the lab with provision of personal hearing to explain as to why such proposed action may not be taken against the lab. If no reply is received within 14 days or if the reply is found unsatisfactory or if the plea(s) extended at the time of personal hearing are not acceptable to the BIS, the recognition of the laboratory shall be withdrawn.

The cooling period for any lab whose recognition is withdrawn shall be minimum 6 months and maximum shall be one year. The cooling off period and notice shall not be applicable in case of surrender of recognition by the laboratory, however BIS may confirm the request for surrender of recognition.

9. Special Audits and Visits

9.1 Special Audit - In addition to the initial audit and surveillance audits, all other audits carried out at the request of the laboratory such as verification (follow-up), extension of scope, verification of corrective actions, revocation of suspension, verification of satisfactory working of equipment after breakdown, change of new premises etc. would be termed as special audits. The laboratory shall be required to pay the prescribed audit charges and also arranged for travel and stay for the auditors/experts, as applicable.

9.2 Special Visits – BIS may, at its discretion, carry out supervisory visits, visits for investigation for complaints or any other visit by its officers as per its requirement and these will not be treated as special audit.

10. Changes in management/structure of laboratory

10.1 During the operation of recognition, a number of special situations may arise on account of changes in the management/structure of the lab. The situations may be of the following type:

a) Change in address of the laboratory premises;

b) Change in the name of laboratory without change of ownership and management;

c) Change in the ownership of the laboratory, with or without change in the name;

d) Division of the laboratory into two or more units with one of them retaining the original name;

e) Division of the laboratory into two or more units none retaining the original name;

 21"
lrs_23062020_p22,lrs_23062020,LRS_23062020.pdf,22,"f) Merging of two or more laboratories into one entity with change in name or retaining one of the original names.

10.2 In case of 10.1(a), the lab is required to intimate the Bureau in advance about shifting of the laboratory and stop testing at the old premises. On receipt of this information, the recognition will be suspended by the BIS. On completion of shifting the lab will intimate this fact to BIS along with the following documents:

(i) Any legal document authenticating the new premises as per clause 4.2.2(b).

.ii) Certificate of Accreditation of the laboratory for the new premises as per IS/ISO/IEC 17025 (latest version) or ISO/IEC 17025 (latest version).

BIS in turn would arrange for verification audit at both locations and shall consider revocation of suspension of recognition subject to satisfactory audit. The period of such shifting shall not be more than three months.

10.3 In case of 10.1(b), any of the legal documents as specified in clause 4.2.2 (a) shall be resubmitted along with a fresh undertaking in part B of the application form and BIS/LRS/F-07 in the new name of the lab.

10.4 In case of 10.1(c), any of the legal documents as specified in clause 4.2.2 (a) shall be resubmitted, along with a fresh undertaking in part B of the application form and BIS/LRS/F-07 by the new owner/management.

10.5 In case of 10.1(d), the lab is required to intimate BIS immediately and stop testing at all the units. The lab will also not issue any test report from any of the units. On receipt of this information, the recognition will be suspended by the BIS. The BIS shall consider revocation of suspension of recognition subject to satisfactory audit of the recognized lab retaining the original name and on submission of the following documents by the lab:

(i) No objection Certificate from the other unit(s) and/ or any other suitable legal document.

(ii) Fresh undertaking in part B of the application form and BIS/LRS/F-07 from the lab.

(iii) Any of the documents authenticating the premises as specified in clause 4.2.2 (b).

10.6 In case of 10.1(e), the units will be treated as new entities and they may apply for recognition afresh.

10.7 In case of merger of two or more labs into one entity (10.1 (f) ) with or without change of name, the recognition of the lab shall stand withdrawn. The merged entity shall be treated as new entity & it may apply for recognition afresh.

10.8 The procedure to deal with special situation in case of labs located overseas will be same as detailed in above.

10.9 Lock out, Winding Up, Liquidation, Dissolution and Closure etc. of the lab. The lab will inform any such situation with exact status of its functioning to the BIS immediately. On receipt of information, the BIS will decide suspension/ withdrawal of recognition of the lab depending upon the

 22"
lrs_23062020_p23,lrs_23062020,LRS_23062020.pdf,23,"situation. In case of winding up, liquidation etc, full details regarding the authorized owner of the company or the liquidator shall be provided by the lab to enable BIS to lodge a claim for recovery, if any.

11. Appeal - Laboratory aggrieved by the order of Withdrawal of recognition may file an appeal to the Director General, BIS within a period of 45 days from the date of the order of withdrawal of recognition.

12 Recognition of Foreign Laboratories

Criteria for recognition of Foreign Laboratories shall be same as that for Indian Laboratories described in this Scheme with the additional requirement as given below:

a) The foreign laboratories shall set up a liaison/branch office located in India with the required permissions, which shall meet all liabilities with respect to BIS Act, Rules and Regulations for the purpose of BIS recognition. The requirement to set up an office in India shall not apply, if BIS enters in to an MoU with respective Foreign Government for implementation of BIS Act, Rules and Regulations including the punitive provisions, or if the foreign laboratory nominates an Authorized representative located in India who declares his consent to be responsible for compliance to provisions of BIS Act 2016, Rules and Regulations on behalf of the laboratory as per Terms & Conditions of the Agreement signed between BIS and the foreign laboratory. The Authorized Representative may either be in-charge or a senior officer of the Indian office or a legally appointed agent of the foreign laboratory in India. The Authorized Representative shall furnish a Affidavit/Undertaking as given in Annex F.

b) Travelling and stay expenses of the auditors shall be borne by the auditee laboratory as per entitlement of the auditors. The per diem allowances to the auditors as applicable shall be paid by the auditee lab to BIS as per BIS Rules as amended from time to time.

c) The test certificate issued by the laboratory shall have reference to its accreditation as per ISO/IEC 17025 (latest version) status/logo of Accreditation Body and also reference to its ILAC/APLAC membership.

d) The recognition of foreign laboratories will be subject to acceptance of all other terms and conditions of this scheme and as per the decision of BIS in this regards. The foreign laboratories applying for BIS recognition shall be required to sign agreement with BIS in the format to be prescribed by BIS. The decision regarding recognition of foreign laboratories will be taken by BIS taking into account the MRA (Mutual Recognition Agreement) with the concerned nation.

12.1 Schedule of Fees and charges for Foreign Laboratories

Schedule of fees and charges for foreign laboratories shall be same as for domestic laboratories and is given in Annex B.

13 Complaint/Feedback against the Laboratory- Any complaint/feedback received against a laboratory from any source will be examined/ investigated by BIS and action as deemed fit by BIS will be taken.

14 Testing charges: The testing charges for recognized laboratory during the tenure of the recognition shall be declared and fixed at the time of its recognition/ renewal for three years. There shall be no upward revision in the testing charges during the period of three years except when the standard is revised/amendment issued. The laboratory shall follow the policies of BIS regarding the testing charges as amended from time to time. 23"
